decade,x_center,y_center,attempts,makes,points,fg_pct,pps
2020s,230,290,3,0,0,0.0000,0.0000
2020s,250,290,1,1,3,1.0000,3.0000
2020s,-250,310,0,0,0,,
2020s,-230,310,1,0,0,0.0000,0.0000
2020s,-210,310,8,1,3,0.1250,0.3750
2020s,-190,310,30,4,12,0.1333,0.4000
2020s,-170,310,37,9,27,0.2432,0.7297
2020s,-150,310,68,21,63,0.3088,0.9265
2020s,-130,310,79,24,72,0.3038,0.9114
2020s,-110,310,67,15,45,0.2239,0.6716
2020s,-90,310,83,29,87,0.3494,1.0482
2020s,-70,310,98,30,90,0.3061,0.9184
2020s,-50,310,135,39,117,0.2889,0.8667
2020s,-30,310,172,47,141,0.2733,0.8198
2020s,-10,310,364,110,330,0.3022,0.9066
2020s,10,310,309,85,255,0.2751,0.8252
2020s,30,310,155,40,120,0.2581,0.7742
2020s,50,310,109,37,111,0.3394,1.0183
2020s,70,310,120,37,111,0.3083,0.9250
2020s,90,310,98,31,93,0.3163,0.9490
2020s,110,310,77,23,69,0.2987,0.8961
2020s,130,310,69,21,63,0.3043,0.9130
2020s,150,310,62,13,39,0.2097,0.6290
2020s,170,310,46,7,21,0.1522,0.4565
2020s,190,310,29,5,15,0.1724,0.5172
2020s,210,310,8,0,0,0.0000,0.0000
2020s,230,310,1,0,0,0.0000,0.0000
2020s,250,310,0,0,0,,
2020s,-250,330,0,0,0,,
2020s,-230,330,1,0,0,0.0000,0.0000
2020s,-210,330,11,1,3,0.0909,0.2727
2020s,-190,330,18,5,15,0.2778,0.8333
2020s,-170,330,27,6,18,0.2222,0.6667
2020s,-150,330,27,7,21,0.2593,0.7778
2020s,-130,330,28,4,12,0.1429,0.4286
2020s,-110,330,30,5,15,0.1667,0.5000
2020s,-90,330,38,14,42,0.3684,1.1053
2020s,-70,330,37,11,33,0.2973,0.8919
2020s,-50,330,43,15,45,0.3488,1.0465
2020s,-30,330,44,8,24,0.1818,0.5455
2020s,-10,330,104,29,87,0.2788,0.8365
2020s,10,330,113,27,81,0.2389,0.7168
2020s,30,330,45,6,18,0.1333,0.4000
2020s,50,330,37,10,30,0.2703,0.8108
2020s,70,330,31,4,12,0.1290,0.3871
2020s,90,330,36,9,27,0.2500,0.7500
2020s,110,330,31,5,15,0.1613,0.4839
2020s,130,330,21,1,3,0.0476,0.1429
2020s,150,330,19,4,12,0.2105,0.6316
2020s,170,330,27,7,21,0.2593,0.7778
2020s,190,330,20,4,12,0.2000,0.6000
2020s,210,330,8,2,6,0.2500,0.7500
2020s,230,330,1,0,0,0.0000,0.0000
2020s,250,330,0,0,0,,
2020s,-250,350,0,0,0,,
2020s,-230,350,0,0,0,,
2020s,-210,350,11,0,0,0.0000,0.0000
2020s,-190,350,11,0,0,0.0000,0.0000
2020s,-170,350,18,1,3,0.0556,0.1667
2020s,-150,350,13,1,3,0.0769,0.2308
2020s,-130,350,12,1,3,0.0833,0.2500
2020s,-110,350,14,6,18,0.4286,1.2857
2020s,-90,350,22,7,21,0.3182,0.9545
2020s,-70,350,14,2,6,0.1429,0.4286
2020s,-50,350,12,3,9,0.2500,0.7500
2020s,-30,350,29,6,18,0.2069,0.6207
2020s,-10,350,62,17,51,0.2742,0.8226
2020s,10,350,60,12,36,0.2000,0.6000
2020s,30,350,23,6,18,0.2609,0.7826
2020s,50,350,20,6,18,0.3000,0.9000
2020s,70,350,13,2,6,0.1538,0.4615
2020s,90,350,16,1,3,0.0625,0.1875
2020s,110,350,14,1,3,0.0714,0.2143
2020s,130,350,18,1,3,0.0556,0.1667
2020s,150,350,13,3,9,0.2308,0.6923
2020s,170,350,15,1,3,0.0667,0.2000
2020s,190,350,21,3,9,0.1429,0.4286
2020s,210,350,6,0,0,0.0000,0.0000
2020s,230,350,2,0,0,0.0000,0.0000
2020s,250,350,0,0,0,,
2020s,-250,370,0,0,0,,
2020s,-230,370,1,0,0,0.0000,0.0000
2020s,-210,370,9,1,3,0.1111,0.3333
2020s,-190,370,18,2,6,0.1111,0.3333
2020s,-170,370,14,1,3,0.0714,0.2143
2020s,-150,370,21,3,9,0.1429,0.4286
2020s,-130,370,16,2,6,0.1250,0.3750
2020s,-110,370,11,1,3,0.0909,0.2727
2020s,-90,370,8,1,3,0.1250,0.3750
2020s,-70,370,9,3,9,0.3333,1.0000
2020s,-50,370,16,2,6,0.1250,0.3750
2020s,-30,370,11,2,6,0.1818,0.5455
2020s,-10,370,39,6,18,0.1538,0.4615
2020s,10,370,46,10,30,0.2174,0.6522
2020s,30,370,14,2,6,0.1429,0.4286
2020s,50,370,5,1,3,0.2000,0.6000
2020s,70,370,17,1,3,0.0588,0.1765
2020s,90,370,15,0,0,0.0000,0.0000
2020s,110,370,14,2,6,0.1429,0.4286
2020s,130,370,13,1,3,0.0769,0.2308
2020s,150,370,16,2,6,0.1250,0.3750
2020s,170,370,17,2,6,0.1176,0.3529
2020s,190,370,20,1,3,0.0500,0.1500
2020s,210,370,10,0,0,0.0000,0.0000
2020s,230,370,2,0,0,0.0000,0.0000
2020s,250,370,0,0,0,,
2020s,-250,390,0,0,0,,
2020s,-230,390,0,0,0,,
2020s,-210,390,8,1,3,0.1250,0.3750
2020s,-190,390,16,2,6,0.1250,0.3750
2020s,-170,390,15,2,6,0.1333,0.4000
2020s,-150,390,14,0,0,0.0000,0.0000
2020s,-130,390,12,0,0,0.0000,0.0000
2020s,-110,390,5,1,3,0.2000,0.6000
2020s,-90,390,7,0,0,0.0000,0.0000
2020s,-70,390,4,0,0,0.0000,0.0000
2020s,-50,390,5,0,0,0.0000,0.0000
2020s,-30,390,7,0,0,0.0000,0.0000
2020s,-10,390,24,1,3,0.0417,0.1250
2020s,10,390,30,2,6,0.0667,0.2000
2020s,30,390,16,0,0,0.0000,0.0000
2020s,50,390,4,0,0,0.0000,0.0000
2020s,70,390,6,1,3,0.1667,0.5000
2020s,90,390,8,4,12,0.5000,1.5000
2020s,110,390,7,1,3,0.1429,0.4286
2020s,130,390,11,0,0,0.0000,0.0000
2020s,150,390,13,1,3,0.0769,0.2308
2020s,170,390,8,0,0,0.0000,0.0000
2020s,190,390,17,1,3,0.0588,0.1765
2020s,210,390,8,0,0,0.0000,0.0000
2020s,230,390,1,0,0,0.0000,0.0000
2020s,250,390,0,0,0,,
2020s,-250,410,0,0,0,,
2020s,-230,410,0,0,0,,
2020s,-210,410,4,1,3,0.2500,0.7500
2020s,-190,410,10,3,9,0.3000,0.9000
2020s,-170,410,8,1,3,0.1250,0.3750
2020s,-150,410,10,0,0,0.0000,0.0000
2020s,-130,410,4,0,0,0.0000,0.0000
2020s,-110,410,8,0,0,0.0000,0.0000
2020s,-90,410,5,0,0,0.0000,0.0000
2020s,-70,410,3,0,0,0.0000,0.0000
2020s,-50,410,2,0,0,0.0000,0.0000
2020s,-30,410,13,2,6,0.1538,0.4615
2020s,-10,410,37,6,18,0.1622,0.4865
2020s,10,410,34,1,3,0.0294,0.0882
2020s,30,410,12,2,6,0.1667,0.5000
2020s,50,410,6,0,0,0.0000,0.0000
2020s,70,410,3,0,0,0.0000,0.0000
2020s,90,410,5,0,0,0.0000,0.0000
2020s,110,410,6,1,3,0.1667,0.5000
2020s,130,410,8,0,0,0.0000,0.0000
2020s,150,410,3,0,0,0.0000,0.0000
2020s,170,410,12,2,6,0.1667,0.5000
2020s,190,410,7,0,0,0.0000,0.0000
2020s,210,410,7,0,0,0.0000,0.0000
2020s,230,410,2,0,0,0.0000,0.0000
2020s,250,410,0,0,0,,
